idx,s,r,o,gold_start,gold_end,pred_text,pred_start,pred_end,giou_top1,aeiou_top1,ae_start_top1,ae_end_top1,ae_avg_top1,ctx_1hop,ctx_2hop,ctx_used,prompt_chars,prompt_preview
1932,11441,22,10714,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
1933,6053,20,9010,2005,2005,Answer: 1985-2009,1985,2009,0.04,0.04,20,4,12.0,0,0,0,740,
1934,12132,22,10777,2009,2012,Answer: 2010-2013,2010,2013,0.6,0.6,1,1,1.0,0,0,0,690,
1935,8503,20,6780,1957,1957,Answer: 1974-1974,1974,1974,-0.8888888888888888,0.05555555555555555,17,17,17.0,0,0,0,686,
1936,12283,22,10833,2006,2015,Answer: 2007-2014,2007,2014,0.8,0.8,1,1,1.0,0,0,0,678,
1937,2628,9,2505,1958,1961,Answer: ####-####,,,0.0,0.0,,,,0,0,0,750,
1938,8321,17,6169,1946,1946,Answer: 1977-1977,1977,1977,-0.9375,0.03125,31,31,31.0,0,0,0,735,
1939,9463,21,9465,1839,1843,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
1940,8838,17,8608,2005,2005,Answer: 2005-2005,2005,2005,1.0,1.0,0,0,0.0,0,0,0,707,
1941,11760,22,10076,2008,2011,Answer: 2003-2004,2003,2004,-0.3333333333333333,0.1111111111111111,5,7,6.0,0,0,0,706,
1942,11198,22,9818,1998,2000,Answer: 1996-1999,1996,1999,0.4,0.4,2,1,1.5,0,0,0,740,
1943,12330,22,2772,2008,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,652,
1944,10769,22,10770,2002,2002,Answer: 1992-1995,1992,1995,-0.5454545454545454,0.09090909090909091,10,7,8.5,0,0,0,694,
1945,8941,17,6798,1994,1994,Answer: 1994-1994,1994,1994,1.0,1.0,0,0,0.0,0,0,0,554,
1946,11162,22,9758,2009,2012,Answer: 2010-2013,2010,2013,0.6,0.6,1,1,1.0,0,0,0,686,
1947,6796,17,6801,2013,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,717,
1948,8056,20,9235,2010,2010,Answer: 2009-2009,2009,2009,0.0,0.5,1,1,1.0,0,0,0,706,
1949,11916,22,9617,2002,2003,Answer: 2004-2005,2004,2005,0.0,0.25,2,2,2.0,0,0,0,682,
1950,5418,17,6700,1994,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,671,
1951,8430,17,6653,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,745,
1952,8382,17,6055,1995,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,685,
1953,11593,22,10637,2002,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,714,
1954,10752,22,9623,2011,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,660,
1955,6968,20,6290,1978,1978,Answer: 1971-1979,1971,1979,0.1111111111111111,0.1111111111111111,7,1,4.0,0,0,0,748,
1956,7269,20,7092,1946,1946,Answer: 1951-1951,1951,1951,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,690,
1957,9940,22,9934,2010,2014,Answer: 2010-2015,2010,2015,0.8333333333333334,0.8333333333333334,0,1,0.5,0,0,0,698,
1958,2007,6,2009,1867,1918,Answer: 1867-1918,1867,1918,1.0,1.0,0,0,0.0,0,0,0,522,
1959,10409,22,9683,2006,2008,Answer: 2006-2009,2006,2009,0.75,0.75,0,1,0.5,0,0,0,682,
1960,2605,17,5935,1937,1937,Answer: ####-####,,,0.0,0.0,,,,0,0,0,595,
1961,4763,14,3592,2010,,Answer: 2010-2019,2010,2019,0.0,0.0,0,,,0,0,0,696,
1962,6455,17,6457,2001,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,707,
1963,7345,17,7063,1968,1968,Answer: 1979-1979,1979,1979,-0.8333333333333334,0.08333333333333333,11,11,11.0,0,0,0,699,
1964,10693,22,9549,2005,2006,Answer: 2009-2011,2009,2011,-0.2857142857142857,0.14285714285714285,4,5,4.5,0,0,0,686,
1965,2457,20,6706,1946,1946,Answer: 1947-1947,1947,1947,0.0,0.5,1,1,1.0,0,0,0,730,
1966,9778,22,9781,1996,2007,Answer: 1996-2007,1996,2007,1.0,1.0,0,0,0.0,0,0,0,712,
1967,1245,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,689,
1968,115,9,2490,1945,,Answer: 1944-####,1944,1944,0.0,0.0,1,,,0,0,0,738,
1969,5774,16,5784,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,701,
1970,8431,17,6465,1916,1916,Answer: ####-####,,,0.0,0.0,,,,0,0,0,669,
1971,10298,22,9989,2004,2007,Answer: 2007-2008,2007,2008,0.2,0.2,3,1,2.0,0,0,0,676,
1972,12279,22,9547,1919,1920,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
1973,4658,14,4457,1973,1976,Answer: 1963-1973,1963,1973,0.07142857142857142,0.07142857142857142,10,3,6.5,0,0,0,601,
1974,1890,17,4313,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,571,
1975,11281,22,10631,1996,1996,Answer: 1995-1996,1995,1996,0.5,0.5,1,0,0.5,0,0,0,726,
1976,7992,17,7405,1970,1970,Answer: 1971-1971,1971,1971,0.0,0.5,1,1,1.0,0,0,0,743,
1977,10336,22,9765,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,714,
1978,11243,22,9824,2006,2007,Answer: 2006-2007,2006,2007,1.0,1.0,0,0,0.0,0,0,0,728,
1979,11494,22,11225,2010,2012,Answer: 2010-2012,2010,2012,1.0,1.0,0,0,0.0,0,0,0,686,
1980,11930,22,9558,2006,2011,Answer: 2019-2021,2019,2021,-0.4375,0.0625,13,10,11.5,0,0,0,678,
1981,10502,22,9817,1995,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,728,
1982,11520,22,10198,2004,,Answer: 2003-2010,2003,2010,0.0,0.0,1,,,0,0,0,714,
1983,11384,22,9630,2000,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,640,
1984,4717,20,6012,1916,1916,Answer: 1920-1920,1920,1920,-0.6,0.2,4,4,4.0,0,0,0,680,
1985,9268,20,6706,1929,1929,Answer: ####-####,,,0.0,0.0,,,,0,0,0,722,
1986,6858,20,9212,2009,2009,Answer: 2005-2012,2005,2012,0.125,0.125,4,3,3.5,0,0,0,740,
1987,8126,20,6826,1997,1997,Answer: 1965-1999,1965,1999,0.02857142857142857,0.02857142857142857,32,2,17.0,0,0,0,706,
1988,10922,22,9924,2006,2009,Answer: 2010-2012,2010,2012,0.0,0.14285714285714285,4,3,3.5,0,0,0,702,
1989,4922,14,3431,2012,2014,Answer: 1993-2007,1993,2007,-0.18181818181818182,0.045454545454545456,19,7,13.0,0,0,0,724,
1990,4343,14,3454,2017,,Answer: 2019-2024,2019,2024,0.0,0.0,2,,,0,0,0,574,
1991,8702,17,8212,1996,1996,Answer: 1996-1996,1996,1996,1.0,1.0,0,0,0.0,0,0,0,683,
1992,2,6,332,1917,1917,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
1993,6968,20,6547,1971,1971,Answer: 1971-1979,1971,1979,0.1111111111111111,0.1111111111111111,0,8,4.0,0,0,0,748,
1994,6968,20,6290,1974,1974,Answer: 1971-1979,1971,1979,0.1111111111111111,0.1111111111111111,3,5,4.0,0,0,0,748,
1995,10752,22,9622,2006,2009,Answer: 2003-2007,2003,2007,0.2857142857142857,0.2857142857142857,3,2,2.5,0,0,0,690,
1996,3159,17,5947,1984,1984,Answer: ####-####,,,0.0,0.0,,,,0,0,0,697,
1997,5466,16,5471,2014,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,681,
1998,473,1,304,2015,,Answer: 2015-2024,2015,2024,0.0,0.0,0,,,0,0,0,715,
1999,1229,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,683,
2000,12100,22,9712,1952,1953,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
2001,11847,22,9894,2009,2009,Answer: 2008-2010,2008,2010,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,736,
2002,10757,22,10295,2011,2012,Answer: 2010-2011,2010,2011,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,674,
2003,8814,20,7119,1989,1989,Answer: 1990-1990,1990,1990,0.0,0.5,1,1,1.0,0,0,0,708,
2004,6796,17,6798,2009,2009,Answer: 2009-2013,2009,2013,0.2,0.2,0,4,2.0,0,0,0,550,
2005,7790,20,8495,1977,1977,Answer: 1997-1997,1997,1997,-0.9047619047619048,0.047619047619047616,20,20,20.0,0,0,0,736,
2006,44,5,1963,1961,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,654,
2007,11513,22,9762,1984,1987,Answer: 1988-1991,1988,1991,0.0,0.125,4,4,4.0,0,0,0,682,
2008,8885,17,6065,2010,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,713,
2009,3812,14,4087,1986,1988,Answer: ####-####,,,0.0,0.0,,,,0,0,0,578,
2010,9638,22,9646,2004,2004,Answer: 2002-2004,2002,2004,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,742,
2011,2762,20,7092,1961,1961,Answer: 1970-1970,1970,1970,-0.8,0.1,9,9,9.0,0,0,0,688,
2012,10966,22,10421,1998,1999,Answer: 1996-1998,1996,1998,0.25,0.25,2,1,1.5,0,0,0,742,
2013,11299,22,11300,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,674,
2014,1317,1,129,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,695,
2015,2768,9,2520,2017,2017,Answer: ####-####,,,0.0,0.0,,,,0,0,0,672,
2016,12085,22,9732,2004,2004,Answer: 2003-2005,2003,2005,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,610,
2017,11776,22,10743,2012,2012,Answer: 2010-2011,2010,2011,0.0,0.3333333333333333,2,1,1.5,0,0,0,684,
2018,7009,20,6722,2012,2012,Answer: 2011-2011,2011,2011,0.0,0.5,1,1,1.0,0,0,0,720,
2019,10863,22,9785,2004,,Answer: 2004-2012,2004,2012,0.0,0.0,0,,,0,0,0,716,
2020,7988,17,6593,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,620,
2021,5786,20,7097,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,712,
2022,10570,22,10572,2013,2014,Answer: 2010-2013,2010,2013,0.2,0.2,3,1,2.0,0,0,0,684,
2023,7755,17,6780,1989,1989,Answer: 1989-1989,1989,1989,1.0,1.0,0,0,0.0,0,0,0,693,
2024,12254,22,10774,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
2025,2724,20,5762,1959,1959,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
2026,10232,22,10233,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,712,
2027,3970,14,3973,1991,1991,Answer: 2003-2007,2003,2007,-0.6470588235294118,0.058823529411764705,12,16,14.0,0,0,0,706,
2028,6627,17,6578,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,695,
2029,3792,14,3509,1989,1989,Answer: 1989-1990,1989,1990,0.5,0.5,0,1,0.5,0,0,0,585,
2030,8874,17,6603,2004,2004,Answer: 1994-1994,1994,1994,-0.8181818181818182,0.09090909090909091,10,10,10.0,0,0,0,743,
2031,11347,22,9738,1982,1985,Answer: 1983-1985,1983,1985,0.75,0.75,1,0,0.5,0,0,0,694,
2032,12037,22,11165,2004,2007,Answer: 2004-2007,2004,2007,1.0,1.0,0,0,0.0,0,0,0,724,
2033,12254,22,10403,2011,2011,Answer: 2011-2011,2011,2011,1.0,1.0,0,0,0.0,0,0,0,700,
2034,11381,22,10311,2014,2014,Answer: 2019-2020,2019,2020,-0.5714285714285714,0.14285714285714285,5,6,5.5,0,0,0,694,
2035,4668,14,3652,2009,2013,Answer: 2009-2013,2009,2013,1.0,1.0,0,0,0.0,0,0,0,596,
2036,1094,15,4971,2016,,Answer: 2016-2016,2016,2016,0.0,0.0,0,,,0,0,0,508,
2037,349,18,623,,2014,Answer: ####-2015,2015,2015,0.0,0.0,,1,,0,0,0,691,
2038,11916,22,10604,2013,2014,Answer: 2010-2012,2010,2012,0.0,0.2,3,2,2.5,0,0,0,680,
2039,4659,14,3793,1855,1858,Answer: 1855-1865,1855,1865,0.36363636363636365,0.36363636363636365,0,7,3.5,0,0,0,764,
2040,11998,22,10479,2010,2011,Answer: 2007-2008,2007,2008,-0.2,0.2,3,3,3.0,0,0,0,680,
2041,7184,20,6706,1951,1951,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
2042,10670,22,9587,2012,,Answer: 2012-2018,2012,2018,0.0,0.0,0,,,0,0,0,720,
2043,12473,22,10035,2005,2005,Answer: 2003-2005,2003,2005,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,730,
2044,11419,22,10174,1994,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,704,
2045,1,1,46,,1991,Answer: 1945-1991,1945,1991,0.0,0.0,,0,,0,0,0,759,
2046,4784,14,3454,2017,,Answer: 2019-2024,2019,2024,0.0,0.0,2,,,0,0,0,582,
2047,3517,14,3513,1980,1983,Answer: 1980-1983,1980,1983,1.0,1.0,0,0,0.0,0,0,0,694,
2048,7447,17,6780,1950,1950,Answer: 1950-1950,1950,1950,1.0,1.0,0,0,0.0,0,0,0,687,
2049,11926,22,10777,2008,2013,Answer: 2011-2014,2011,2014,0.42857142857142855,0.42857142857142855,3,1,2.0,0,0,0,682,
2050,11697,22,9668,1998,2002,Answer: 2007-2009,2007,2009,-0.3333333333333333,0.08333333333333333,9,7,8.0,0,0,0,678,
2051,7517,17,6061,2008,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,685,
2052,1223,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,685,
2053,11474,22,10250,1992,1992,Answer: 1983-1987,1983,1987,-0.4,0.1,9,5,7.0,0,0,0,676,
2054,8708,17,6003,1971,1971,Answer: 1967-1972,1967,1972,0.16666666666666666,0.16666666666666666,4,1,2.5,0,0,0,709,
2055,11615,22,10415,2016,,Answer: 2016-2016,2016,2016,0.0,0.0,0,,,0,0,0,690,
2056,7493,17,6952,1964,1964,Answer: 1985-1985,1985,1985,-0.9090909090909091,0.045454545454545456,21,21,21.0,0,0,0,531,
2057,2020,6,2087,,1526,Answer: ####-1920,1920,1920,0.0,0.0,,394,,0,0,0,682,
2058,4888,14,3481,1979,2004,Answer: 1979-2004,1979,2004,1.0,1.0,0,0,0.0,0,0,0,637,
2059,11619,22,10897,2004,2004,Answer: 2007-2008,2007,2008,-0.4,0.2,3,4,3.5,0,0,0,680,
2060,10822,22,9903,2003,2012,Answer: 2000-2010,2000,2010,0.6153846153846154,0.6153846153846154,3,2,2.5,0,0,0,746,
2061,10963,22,9973,2015,,Answer: 2017-2019,2017,2019,0.0,0.0,2,,,0,0,0,690,
2062,3756,14,3496,1837,1839,Answer: ####-####,,,0.0,0.0,,,,0,0,0,562,
2063,11356,22,11247,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,700,
2064,1745,17,6277,2009,2009,Answer: 2010-2019,2010,2019,0.0,0.09090909090909091,1,10,5.5,0,0,0,523,
2065,2402,17,7473,1985,1985,Answer: ####-####,,,0.0,0.0,,,,0,0,0,727,
2066,6206,20,6844,1995,1995,Answer: 1950-1997,1950,1997,0.020833333333333332,0.020833333333333332,45,2,23.5,0,0,0,696,
2067,5871,17,5874,1991,1991,Answer: ####-####,,,0.0,0.0,,,,0,0,0,679,
2068,12190,22,10770,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
2069,11637,22,9846,2008,2008,Answer: 2007-2010,2007,2010,0.25,0.25,1,2,1.5,0,0,0,680,
2070,12118,22,9679,1986,1991,Answer: 1985-1995,1985,1995,0.5454545454545454,0.5454545454545454,1,4,2.5,0,0,0,718,
2071,9997,22,9582,2005,2008,Answer: 2002-2005,2002,2005,0.14285714285714285,0.14285714285714285,3,3,3.0,0,0,0,676,
2072,11118,22,5651,1987,1988,Answer: 1983-1988,1983,1988,0.3333333333333333,0.3333333333333333,4,0,2.0,0,0,0,690,
2073,11997,22,10394,2001,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,666,
2074,3268,13,3269,1994,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,599,
2075,2830,17,7750,1985,1985,Answer: ####-####,,,0.0,0.0,,,,0,0,0,546,
2076,2405,14,3456,2010,2015,Answer: 2017-2019,2017,2019,-0.1,0.1,7,4,5.5,0,0,0,576,
2077,11363,22,2772,2014,2014,Answer: 2013-2014,2013,2014,0.5,0.5,1,0,0.5,0,0,0,672,
2078,10579,22,10548,2011,2014,Answer: 2013-2015,2013,2015,0.4,0.4,2,1,1.5,0,0,0,670,
2079,5370,16,5390,2002,2002,Answer: 2002-2002,2002,2002,1.0,1.0,0,0,0.0,0,0,0,737,
2080,11443,22,10069,1985,1986,Answer: 1993-1995,1993,1995,-0.5454545454545454,0.09090909090909091,8,9,8.5,0,0,0,700,
2081,8740,20,6385,2010,2010,Answer: 2010-2010,2010,2010,1.0,1.0,0,0,0.0,0,0,0,744,
2082,11802,22,10094,1993,1998,Answer: 1993-1998,1993,1998,1.0,1.0,0,0,0.0,0,0,0,706,
2083,10906,22,9587,2002,2010,Answer: 1999-2006,1999,2006,0.4166666666666667,0.4166666666666667,3,4,3.5,0,0,0,736,
2084,8417,20,5402,2016,2016,Answer: 2007-2007,2007,2007,-0.8,0.1,9,9,9.0,0,0,0,740,
2085,9930,22,9651,2008,2010,Answer: 2008-2010,2008,2010,1.0,1.0,0,0,0.0,0,0,0,682,
2086,2055,18,696,,2016,Answer: 1982-2015,1982,2015,0.0,0.0,,1,,0,0,0,582,
2087,10934,22,10187,2009,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,700,
2088,7015,20,7016,1987,1987,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
2089,5441,20,6280,2007,2007,Answer: 2005-2024,2005,2024,0.05,0.05,2,17,9.5,0,0,0,710,
2090,11402,22,9600,2012,2012,Answer: 2014-2014,2014,2014,-0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,680,
2091,9423,20,6780,1926,1926,Answer: 1901-1938,1901,1938,0.02631578947368421,0.02631578947368421,25,12,18.5,0,0,0,696,
2092,1875,10,2920,1991,2007,Answer: 1994-2024,1994,2024,0.4117647058823529,0.4117647058823529,3,17,10.0,0,0,0,717,
2093,10877,22,10107,1996,1996,Answer: 1996-1997,1996,1997,0.5,0.5,0,1,0.5,0,0,0,682,
2094,8258,20,8264,1998,1998,Answer: 1993-2011,1993,2011,0.05263157894736842,0.05263157894736842,5,13,9.0,0,0,0,738,
2095,11603,22,5590,1987,1992,Answer: ####-####,,,0.0,0.0,,,,0,0,0,708,
2096,7753,17,7754,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,705,
2097,11764,22,10292,1995,1996,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
2098,12259,22,10644,1997,1997,Answer: 1996-1997,1996,1997,0.5,0.5,1,0,0.5,0,0,0,651,
2099,785,5,1993,1962,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,551,
2100,12214,22,9665,2012,2013,Answer: 1998-2002,1998,2002,-0.5625,0.0625,14,11,12.5,0,0,0,686,
2101,11887,22,9693,2001,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
2102,8073,20,5970,1985,1985,Answer: 1985-1989,1985,1989,0.2,0.2,0,4,2.0,0,0,0,694,
2103,8258,20,9200,1997,1997,Answer: 1995-2005,1995,2005,0.09090909090909091,0.09090909090909091,2,8,5.0,0,0,0,736,
2104,7825,17,6384,1988,1988,Answer: 1989-1989,1989,1989,0.0,0.5,1,1,1.0,0,0,0,715,
2105,4928,14,3444,1984,1992,Answer: 1965-1978,1965,1978,-0.17857142857142858,0.03571428571428571,19,14,16.5,0,0,0,540,
2106,6231,20,6233,1986,1986,Answer: 1968-1968,1968,1968,-0.8947368421052632,0.05263157894736842,18,18,18.0,0,0,0,728,
2107,10425,22,10288,1992,1992,Answer: 1983-1989,1983,1989,-0.2,0.1,9,3,6.0,0,0,0,680,
2108,3008,17,6416,1994,1994,Answer: 1998-1998,1998,1998,-0.6,0.2,4,4,4.0,0,0,0,705,
2109,12168,22,9720,2013,2014,Answer: 2011-2012,2011,2012,0.0,0.25,2,2,2.0,0,0,0,698,
2110,10728,22,10456,2000,2005,Answer: 2009-2013,2009,2013,-0.21428571428571427,0.07142857142857142,9,8,8.5,0,0,0,688,
2111,3288,13,3263,1961,,Answer: 1961-1961,1961,1961,0.0,0.0,0,,,0,0,0,747,
2112,11971,22,9625,2006,2008,Answer: 2010-2011,2010,2011,-0.16666666666666666,0.16666666666666666,4,3,3.5,0,0,0,686,
2113,7906,17,7912,2012,2012,Answer: 2000-2017,2000,2017,0.05555555555555555,0.05555555555555555,12,5,8.5,0,0,0,711,
2114,6609,22,10258,2012,,Answer: 2013-2017,2013,2017,0.0,0.0,1,,,0,0,0,746,
2115,5690,22,5651,1964,1974,Answer: 1964-1974,1964,1974,1.0,1.0,0,0,0.0,0,0,0,682,
2116,1865,20,6706,1950,1950,Answer: 1950-1950,1950,1950,1.0,1.0,0,0,0.0,0,0,0,734,
2117,861,15,4982,,2014,Answer: ####-2015,2015,2015,0.0,0.0,,1,,0,0,0,567,
2118,6414,23,3026,1924,1928,Answer: 1924-1928,1924,1928,1.0,1.0,0,0,0.0,0,0,0,668,
2119,3527,14,3473,1997,2001,Answer: 1997-2001,1997,2001,1.0,1.0,0,0,0.0,0,0,0,580,
2120,649,1,642,2016,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,703,
2121,12036,22,10719,1998,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
2122,12248,22,2999,1972,1973,Answer: 1967-1972,1967,1972,0.14285714285714285,0.14285714285714285,5,1,3.0,0,0,0,692,
2123,12093,22,10781,1980,1980,Answer: 1975-1976,1975,1976,-0.5,0.16666666666666666,5,4,4.5,0,0,0,692,
2124,10747,22,9683,1992,1995,Answer: 1992-1995,1992,1995,1.0,1.0,0,0,0.0,0,0,0,678,
2125,4801,14,3454,2017,,Answer: 2017-2019,2017,2019,0.0,0.0,0,,,0,0,0,576,
2126,11665,22,10102,2015,,Answer: 2003-2024,2003,2024,0.0,0.0,12,,,0,0,0,660,
2127,364,1,28,1937,1991,Answer: 1917-1991,1917,1991,0.7333333333333333,0.7333333333333333,20,0,10.0,0,0,0,771,
2128,11688,22,11154,2016,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
2129,4822,14,3456,2010,2015,Answer: 2019-2024,2019,2024,-0.2,0.06666666666666667,9,9,9.0,0,0,0,576,
2130,12073,22,10088,1996,1997,Answer: 2007-2008,2007,2008,-0.6923076923076923,0.07692307692307693,11,11,11.0,0,0,0,678,
2131,10506,22,9902,2008,2009,Answer: 2007-2010,2007,2010,0.5,0.5,1,1,1.0,0,0,0,734,
2132,3868,14,3869,1945,1946,Answer: 1946-1958,1946,1958,0.07142857142857142,0.07142857142857142,1,12,6.5,0,0,0,702,
2133,1138,1,126,1871,1920,Answer: ####-####,,,0.0,0.0,,,,0,0,0,711,
2134,10748,22,9712,1997,1998,Answer: 1997-2000,1997,2000,0.5,0.5,0,2,1.0,0,0,0,686,
2135,12469,22,10285,1950,1951,Answer: 1947-1949,1947,1949,0.0,0.2,3,2,2.5,0,0,0,682,
2136,2424,17,7301,1983,1983,Answer: 1978-1978,1978,1978,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,719,
2137,83,1,58,1921,1945,Answer: 1921-1945,1921,1945,1.0,1.0,0,0,0.0,0,0,0,761,
2138,1847,17,5874,2009,2009,Answer: 2010-2010,2010,2010,0.0,0.5,1,1,1.0,0,0,0,673,
2139,7886,17,7838,1984,1984,Answer: ####-####,,,0.0,0.0,,,,0,0,0,747,
2140,12217,22,11569,2000,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
2141,6164,17,6169,2002,2002,Answer: ####-####,,,0.0,0.0,,,,0,0,0,723,
2142,4679,14,4241,1997,2000,Answer: 1997-2000,1997,2000,1.0,1.0,0,0,0.0,0,0,0,706,
2143,11255,22,9769,2016,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
2144,8126,17,7096,1978,1978,Answer: 1960-2004,1960,2004,0.022222222222222223,0.022222222222222223,18,26,22.0,0,0,0,715,
2145,4205,14,3855,1980,1989,Answer: 1962-1967,1962,1967,-0.42857142857142855,0.03571428571428571,18,22,20.0,0,0,0,599,
2146,10108,22,10111,1989,1991,Answer: 1990-1991,1990,1991,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,700,
2147,11942,22,9937,1976,1977,Answer: 1974-1979,1974,1979,0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,696,
2148,1378,1,953,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,691,
2149,7790,17,7066,1996,1996,Answer: 1991-1991,1991,1991,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,673,
2150,2173,6,2055,1992,,Answer: 1992-1992,1992,1992,0.0,0.0,0,,,0,0,0,525,
2151,8751,20,7301,1975,1975,Answer: 1994-1994,1994,1994,-0.9,0.05,19,19,19.0,0,0,0,712,
2152,4090,14,4034,1996,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
2153,12111,22,9725,2006,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,726,
2154,11473,22,10580,2005,2008,Answer: 2008-2011,2008,2011,0.14285714285714285,0.14285714285714285,3,3,3.0,0,0,0,674,
2155,7355,20,6780,1957,1957,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
2156,2470,20,7605,2007,2007,Answer: 1976-2014,1976,2014,0.02564102564102564,0.02564102564102564,31,7,19.0,0,0,0,702,
2157,5690,22,9738,1960,1960,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
2158,7170,20,7092,1947,1947,Answer: 1954-1954,1954,1954,-0.75,0.125,7,7,7.0,0,0,0,678,
2159,10907,22,9974,2002,2005,Answer: 2003-2006,2003,2006,0.6,0.6,1,1,1.0,0,0,0,678,
2160,5389,20,6365,2000,2000,Answer: 1999-2003,1999,2003,0.2,0.2,1,3,2.0,0,0,0,679,
2161,8674,17,8675,2004,2004,Answer: 2003-2003,2003,2003,0.0,0.5,1,1,1.0,0,0,0,735,
2162,6108,17,6109,1910,1910,Answer: ####-####,,,0.0,0.0,,,,0,0,0,579,
2163,8042,17,8044,2005,2005,Answer: 2005-2006,2005,2006,0.5,0.5,0,1,0.5,0,0,0,743,
2164,8548,17,6169,1928,1928,Answer: ####-####,,,0.0,0.0,,,,0,0,0,703,
2165,3577,14,3458,2001,2005,Answer: 2001-2005,2001,2005,1.0,1.0,0,0,0.0,0,0,0,608,
2166,11833,22,10564,2009,2009,Answer: 2005-2005,2005,2005,-0.6,0.2,4,4,4.0,0,0,0,700,
2167,12031,22,9672,2003,2005,Answer: 1997-2000,1997,2000,-0.2222222222222222,0.1111111111111111,6,5,5.5,0,0,0,686,
2168,12440,22,11035,2011,2011,Answer: 2007-2009,2007,2009,-0.2,0.2,4,2,3.0,0,0,0,682,
2169,444,18,660,,1977,Answer: 1946-1978,1946,1978,0.0,0.0,,1,,0,0,0,605,
2170,10598,22,10600,2013,2015,Answer: 1999-2002,1999,2002,-0.5882352941176471,0.058823529411764705,14,13,13.5,0,0,0,680,
